request_id,flow,flow_name,size_bytes,push_cycle,pop_cycle,delay_cycles,dropped
1,1,A,115,0,21,21,false
2,2,B,121,0,25,25,false
3,1,A,158,5,32,27,false
4,2,B,130,5,37,32,false
5,1,A,145,10,44,34,false
6,2,B,130,10,49,39,false
7,1,A,136,15,56,41,false
8,2,B,156,15,60,45,false
9,1,A,113,20,67,47,false
10,2,B,105,20,71,51,false
11,1,A,154,25,79,54,false
12,2,B,99,25,82,57,false
13,1,A,113,30,91,61,false
14,2,B,127,30,94,64,false
15,1,A,130,35,103,68,false
16,2,B,168,35,106,71,false
17,1,A,115,40,114,74,false
18,2,B,166,40,117,77,false
19,1,A,138,46,126,80,false
20,2,B,110,46,129,83,false
21,1,A,122,51,137,86,false
22,2,B,109,51,140,89,false
23,1,A,134,56,149,93,false
24,2,B,102,56,152,96,false
25,1,A,165,61,161,100,false
26,2,B,124,61,164,103,false
27,1,A,93,66,173,107,false
28,2,B,173,66,176,110,false
29,1,A,185,71,185,114,false
30,2,B,71,71,188,117,false
31,1,A,163,76,196,120,false
32,2,B,111,76,199,123,false
33,1,A,116,81,207,126,false
34,2,B,98,81,210,129,false
35,1,A,192,86,219,133,false
36,2,B,180,86,223,137,false
37,1,A,138,90,231,141,false
38,2,B,116,90,234,144,false
39,1,A,149,95,243,148,false
40,2,B,158,95,247,152,false
41,1,A,157,99,255,156,false
42,2,B,124,99,258,159,false
43,1,A,107,104,267,163,false
44,2,B,110,104,270,166,false
45,1,A,104,109,278,169,false
46,2,B,134,109,281,172,false
47,1,A,78,113,290,177,false
48,2,B,129,113,294,181,false
49,1,A,124,118,301,183,false
50,2,B,118,118,306,188,false
51,1,A,107,124,313,189,false
52,2,B,121,124,317,193,false
53,1,A,157,129,324,195,false
54,2,B,173,129,329,200,false
55,1,A,148,134,336,202,false
56,2,B,169,134,340,206,false
57,1,A,129,139,348,209,false
58,2,B,104,139,351,212,false
59,1,A,144,144,360,216,false
60,2,B,158,144,364,220,false
61,1,A,90,148,372,224,false
62,2,B,123,148,375,227,false
63,1,A,109,153,384,231,false
64,2,B,181,153,388,235,false
65,1,A,158,158,396,238,false
66,2,B,136,158,399,241,false
67,1,A,129,163,408,245,false
68,2,B,125,163,412,249,false
69,1,A,140,168,419,251,false
70,2,B,158,168,424,256,false
71,1,A,134,174,430,256,false
72,2,B,100,174,436,262,false
73,1,A,123,179,441,262,false
74,2,B,139,179,448,269,false
75,1,A,161,183,452,269,false
76,2,B,142,183,459,276,false
77,1,A,120,188,464,276,false
78,2,B,170,188,471,283,false
79,1,A,145,193,475,282,false
80,2,B,123,193,482,289,false
81,1,A,170,198,487,289,false
82,2,B,152,198,494,296,false
83,1,A,134,203,498,295,false
84,2,B,171,203,505,302,false
85,1,A,84,208,509,301,false
86,2,B,139,208,517,309,false
87,1,A,159,212,520,308,false
88,2,B,106,212,529,317,false
89,1,A,134,217,532,315,false
90,2,B,106,217,541,324,false
91,1,A,111,222,544,322,false
92,2,B,126,222,552,330,false
93,1,A,139,226,555,329,false
94,2,B,124,226,564,338,false
95,1,A,93,231,568,337,false
96,2,B,107,231,576,345,false
97,1,A,177,235,579,344,false
98,2,B,142,235,588,353,false
99,1,A,108,240,591,351,false
100,2,B,114,240,600,360,false
101,1,A,137,245,604,359,false
102,2,B,128,245,832,587,false
