window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction
33,353,-408,22.5637151862,0.352558049785,11.8450874278,10.7186277584,0.185079491059,0.167478558725
41,361,-400,22.5567319726,0.352448937072,11.8285200517,10.7282119209,0.184820625807,0.167628311265
49,369,-392,22.5482809275,0.352316889492,11.8028141655,10.745466762,0.184418971335,0.167897918157
57,377,-384,22.539650992,0.35218204675,11.7667248687,10.7729261234,0.183855076073,0.168326970677
65,385,-376,22.5290058853,0.352015716957,11.7191582567,10.8098476286,0.183111847761,0.168903869196
73,393,-368,22.5114710377,0.351741734964,11.6598846839,10.8515863538,0.182185698186,0.169556036778
81,401,-360,22.491007942,0.351421999094,11.5897364338,10.9012715082,0.181089631778,0.170332367316
89,409,-352,22.4717825571,0.351121602454,11.5111564248,10.9606261322,0.179861819138,0.171259783316
97,417,-344,22.4548617257,0.350857214465,11.426799973,11.0280617527,0.178543749578,0.172313464886
105,425,-336,22.4414308729,0.350647357389,11.3395460765,11.1018847964,0.177180407446,0.173466949943
