window_start_cycle,window_end_cycle,time_relative_to_start,total_bytes_per_cycle,total_link_fraction,flow_1_bytes_per_cycle,flow_2_bytes_per_cycle,flow_1_link_fraction,flow_2_link_fraction
-303,17,-744,0,0,0,0,0,0
-295,25,-736,0.00111828076753,1.74731369926e-05,0.00111828076753,0,1.74731369926e-05,0
-287,33,-728,0.0144869485919,0.000226358571748,0.0108873750536,0.00359957353831,0.000170115235212,5.62433365362e-05
-279,41,-720,0.0620849461554,0.000970077283678,0.0406014244329,0.0214835217225,0.000634397256764,0.000335680026914
-271,49,-712,0.163887513563,0.00256074239943,0.101689174337,0.0621983392262,0.00158889334902,0.000971849050409
-263,57,-704,0.340690607493,0.00532329074207,0.203681969891,0.137008637601,0.00318253077955,0.00214075996252
-255,65,-696,0.6105920641,0.00954050100156,0.355184776985,0.255407287114,0.00554976214039,0.00399073886116
-247,73,-688,0.988206622271,0.015440728473,0.564643367753,0.423563254518,0.00882255262114,0.00661817585185
-239,81,-680,1.48605666363,0.0232196353693,0.837707770199,0.648348893436,0.0130891839094,0.0101304514599
-231,89,-672,2.11693332676,0.0330770832306,1.17850651621,0.938426810542,0.0184141643158,0.0146629189147
-223,97,-664,2.89016221667,0.0451587846355,1.5900498036,1.30011241307,0.0248445281813,0.0203142564542
-215,105,-656,3.80788258429,0.0594981653796,2.07341649036,1.73446609393,0.0323971326619,0.0271010327176
-207,113,-648,4.86897868991,0.0760777920299,2.62879139238,2.24018729753,0.041074865506,0.0350029265239
-199,121,-640,6.0702181339,0.0948471583422,3.25515714563,2.81506098827,0.0508618304005,0.0439853279418
-191,129,-632,7.40651843233,0.115726850505,3.94836403306,3.45815439927,0.0616931880166,0.0540336624885
-183,137,-624,8.86905971449,0.138579058039,4.70661657508,4.16244313942,0.0735408839856,0.0650381740534
-175,145,-616,10.4430320876,0.163172376368,5.52352552132,4.91950656626,0.0863050862707,0.0768672900978
-167,153,-608,12.1144925237,0.189288945682,6.39330375746,5.72118876622,0.0998953712103,0.0893935744722
-159,161,-600,13.8691355082,0.216705242316,7.30791495076,6.56122055744,0.114186171106,0.10251907121
-151,169,-592,15.6887795256,0.245137180088,8.25785358833,7.43092593727,0.129028962318,0.11610821777
-143,177,-584,17.553418924,0.274272170687,9.23232183597,8.32109708803,0.144255028687,0.130017142
-135,185,-576,19.436809625,0.30370015039,10.2168386826,9.21997094238,0.159638104416,0.144062045975
-127,193,-568,21.3118706531,0.332997978954,11.195295889,10.116574764,0.174926498266,0.158071480688
-119,201,-560,23.1527011003,0.361760954692,12.1526695222,11.0000315781,0.189885461284,0.171875493408
-111,209,-552,24.9345760761,0.389602751189,13.0754971057,11.8590789704,0.204304642276,0.185298108913
-103,217,-544,26.6383251467,0.416223830417,13.9536428284,12.6846823182,0.218025669194,0.198198161223
-95,225,-536,28.2498014702,0.441403147973,14.7783097742,13.471491696,0.230911090222,0.21049205775
-87,233,-528,29.752992518,0.464890508093,15.5410069952,14.2119855228,0.2428282343,0.222062273794
-79,241,-520,31.1339221386,0.486467533416,16.2339058867,14.9000162519,0.25365477948,0.232812753936
-71,249,-512,32.379539362,0.505930302531,16.8487759673,15.5307633946,0.26326212449,0.242668178041
-63,257,-504,33.4855310657,0.523211422902,17.3824597967,16.103071269,0.271600934323,0.251610488579
-55,265,-496,34.4490919532,0.538267061769,17.8340856266,16.6150063266,0.278657587915,0.259609473854
-47,273,-488,35.2705689108,0.551102639232,18.2045685952,17.0660003156,0.284446384301,0.266656254931
-39,281,-480,35.9531527518,0.561768011747,18.4965259576,17.4566267942,0.289008218088,0.272759793659
-31,289,-472,36.5026685125,0.570354195508,18.7145595393,17.7881089732,0.292414992802,0.277939202706
-23,297,-464,36.9309811899,0.577046581093,18.8661032177,18.0648779722,0.294782862777,0.282263718316
-15,305,-456,37.2532753511,0.582082427361,18.9592062407,18.2940691104,0.296237597511,0.28584482985
-7,313,-448,37.4876918555,0.585745185242,19.0056356193,18.4820562362,0.296963056552,0.288782128691
1,321,-440,37.6546924369,0.588354569326,19.0169100896,18.6377823472,0.29713922015,0.291215349176
9,329,-432,37.7734981929,0.590210909265,19.002015402,18.7714827909,0.296906490657,0.293304418608
17,337,-424,37.8649083508,0.591639192982,18.9738896304,18.8910187205,0.296467025474,0.295172167507
25,345,-416,37.9460471114,0.592906986116,18.9430956672,19.0029514443,0.2959858698,0.296921116317
33,353,-408,38.0233829242,0.594115358191,18.913096561,19.1102863632,0.295517133766,0.298598224425
41,361,-400,38.0935494759,0.595211710561,18.8831708016,19.2103786743,0.295049543775,0.300162166786
49,369,-392,38.1565327228,0.596195823793,18.8545248425,19.3020078802,0.294601950664,0.301593873129
57,377,-384,38.2104773807,0.597038709073,18.8286303253,19.3818470554,0.294197348833,0.302841360241
65,385,-376,38.2538533884,0.597716459193,18.8060527357,19.4478006527,0.293844573996,0.303871885198
73,393,-368,38.2850956108,0.598204618918,18.7851802073,19.4999154035,0.293518440739,0.304686178179
81,401,-360,38.30182692,0.598466045625,18.764150036,19.537676884,0.293189844312,0.305276201313
89,409,-352,38.3035232701,0.598492551095,18.7450137451,19.558509525,0.292890839768,0.305601711327
97,417,-344,38.2877982385,0.598246847477,18.727531632,19.5602666065,0.29261768175,0.305629165727
105,425,-336,38.25702978,0.597766090313,18.7132166879,19.5438130921,0.292394010749,0.305372079564
113,433,-328,38.2153499027,0.59711484223,18.7039404151,19.5114094876,0.292249068986,0.304865773244
121,441,-320,38.1665787563,0.596352793067,18.7018423482,19.4647364081,0.292216286691,0.304136506376
129,449,-312,38.1134699178,0.595522967466,18.710146465,19.4033234528,0.292346038516,0.30317692895
137,457,-304,38.0575402705,0.594649066726,18.7254072494,19.3321330211,0.292584488271,0.302064578455
145,465,-296,38.0005533874,0.593758646679,18.7449176867,19.2556357007,0.292889338855,0.300869307824
153,473,-288,37.9390738577,0.592798029027,18.7640658953,19.1750079624,0.293188529614,0.299609499413
161,481,-280,37.870278,0.591723093749,18.7781443584,19.0921336416,0.2934085056,0.29831458815
169,489,-272,37.794212796,0.590534574938,18.7844632426,19.0097495534,0.293507238166,0.297027336772
177,497,-264,37.7129466766,0.589264791821,18.7829456533,18.9300010233,0.293483525832,0.295781265989
185,505,-256,37.6322818955,0.588004404617,18.7769658825,18.855316013,0.293390091914,0.294614312703
193,513,-248,37.5575484405,0.586836694383,18.7699629761,18.7875854644,0.293280671502,0.293556022881
201,521,-240,37.494756269,0.585855566703,18.7654038973,18.7293523717,0.293209435895,0.292646130808
209,529,-232,37.445603248,0.58508755075,18.7633760818,18.6822271663,0.293177751277,0.291909799473
217,537,-224,37.4004962441,0.584382753815,18.7580844066,18.6424118375,0.293095068854,0.291287684961
225,545,-216,37.3515015713,0.583617212051,18.7465152621,18.6049863092,0.29291430097,0.290702911081
233,553,-208,37.2996185108,0.582806539231,18.7285849315,18.5710335793,0.292634139554,0.290172399677
241,561,-200,37.2440199252,0.58193781133,18.7045218575,18.5394980676,0.292258154024,0.289679657307
249,569,-192,37.1862855824,0.581035712225,18.6781693169,18.5081162655,0.291846395577,0.289189316648
257,577,-184,37.1240167098,0.58006276109,18.6500920712,18.4739246385,0.291407688613,0.288655072477
265,585,-176,37.057904724,0.579029761312,18.6211907165,18.4367140075,0.290956104945,0.288073656367
273,593,-168,36.9854016929,0.577896901452,18.5898076414,18.3955940515,0.290465744397,0.287431157055
281,601,-160,36.9077722188,0.576683940919,18.5547759566,18.3529962623,0.289918374322,0.286765566598
289,609,-152,36.8267824156,0.575418475243,18.5153282024,18.3114542132,0.289302003163,0.28611647208
297,617,-144,36.7391727242,0.574049573816,18.4704820903,18.2686906339,0.288601282661,0.285448291155
305,625,-136,36.6434100454,0.572553281959,18.4213992945,18.2220107509,0.287834363977,0.284718917983
313,633,-128,36.5363235112,0.570880054862,18.3659907067,18.1703328044,0.286968604793,0.283911450069
321,641,-120,36.4144641815,0.568976002836,18.3027269242,18.1117372574,0.28598010819,0.282995894646
329,649,-112,36.2803005109,0.566879695483,18.2356548056,18.0446457053,0.284932106337,0.281947589146
337,657,-104,36.1355670559,0.564618235248,18.1655067004,17.9700603554,0.283836042194,0.280782193054
345,665,-96,35.9842168015,0.562253387523,18.0931805512,17.8910362503,0.282705946112,0.27954744141
353,673,-88,35.8314700799,0.559866719998,18.0203693324,17.8111007475,0.281568270818,0.27829844918
361,681,-80,35.6829091908,0.557545456106,17.9498550624,17.7330541283,0.280466485351,0.277078970755
369,689,-72,35.5385639852,0.555290062268,17.880557335,17.6580066501,0.27938370836,0.275906353909
377,697,-64,35.4024317596,0.553162996244,17.8139047793,17.5885269803,0.278342262177,0.274820734067
385,705,-56,35.2779563997,0.551218068746,17.7513189519,17.5266374479,0.277364358623,0.273853710123
