request_id,flow,flow_name,size_bytes,push_cycle,pop_cycle,delay_cycles,dropped
1,1,A,115,0,9,9,false
2,2,B,121,0,19,19,false
3,1,A,158,5,29,24,false
4,2,B,130,5,39,34,false
5,1,A,145,10,49,39,false
6,2,B,130,10,59,49,false
7,1,A,136,15,69,54,false
8,2,B,156,15,79,64,false
9,1,A,113,20,89,69,false
10,2,B,105,20,99,79,false
11,1,A,154,25,109,84,false
12,2,B,99,25,119,94,false
13,1,A,113,30,129,99,false
14,2,B,127,30,139,109,false
15,1,A,130,35,149,114,false
16,2,B,168,35,159,124,false
17,1,A,115,40,169,129,false
18,2,B,166,40,179,139,false
19,1,A,138,46,189,143,false
20,2,B,110,46,199,153,false
21,1,A,122,51,209,158,false
22,2,B,109,51,219,168,false
23,1,A,134,56,229,173,false
24,2,B,102,56,239,183,false
25,1,A,165,61,249,188,false
26,2,B,124,61,259,198,false
27,1,A,93,66,269,203,false
28,2,B,173,66,279,213,false
29,1,A,185,71,289,218,false
30,2,B,71,71,299,228,false
31,1,A,163,76,309,233,false
32,2,B,111,76,319,243,false
33,1,A,116,81,329,248,false
34,2,B,98,81,339,258,false
35,1,A,192,86,349,263,false
36,2,B,180,86,359,273,false
37,1,A,138,90,369,279,false
38,2,B,116,90,379,289,false
39,1,A,149,95,389,294,false
40,2,B,158,95,399,304,false
41,1,A,157,99,409,310,false
42,2,B,124,99,419,320,false
43,1,A,107,104,429,325,false
44,2,B,110,104,439,335,false
45,1,A,104,109,449,340,false
46,2,B,134,109,459,350,false
47,1,A,78,113,469,356,false
48,2,B,129,113,479,366,false
49,1,A,124,118,489,371,false
50,2,B,118,118,499,381,false
51,1,A,107,124,509,385,false
52,2,B,121,124,519,395,false
53,1,A,157,129,529,400,false
54,2,B,173,129,539,410,false
55,1,A,148,134,549,415,false
56,2,B,169,134,559,425,false
57,1,A,129,139,569,430,false
58,2,B,104,139,579,440,false
59,1,A,144,144,589,445,false
60,2,B,158,144,599,455,false
61,1,A,90,148,609,461,false
62,2,B,123,148,618,470,false
63,1,A,109,153,627,474,false
64,2,B,181,153,636,483,false
65,1,A,158,158,646,488,false
66,2,B,136,158,656,498,false
67,1,A,129,163,666,503,false
68,2,B,125,163,676,513,false
69,1,A,140,168,685,517,false
70,2,B,158,168,695,527,false
71,1,A,134,174,705,531,false
72,2,B,100,174,715,541,false
73,1,A,123,179,724,545,false
74,2,B,139,179,733,554,false
75,1,A,161,183,743,560,false
76,2,B,142,183,753,570,false
77,1,A,120,188,763,575,false
78,2,B,170,188,772,584,false
79,1,A,145,193,782,589,false
80,2,B,123,193,792,599,false
81,1,A,170,198,801,603,false
82,2,B,152,198,811,613,false
83,1,A,134,203,821,618,false
84,2,B,171,203,831,628,false
85,1,A,84,208,841,633,false
86,2,B,139,208,850,642,false
87,1,A,159,212,860,648,false
88,2,B,106,212,870,658,false
89,1,A,134,217,879,662,false
90,2,B,106,217,889,672,false
91,1,A,111,222,898,676,false
92,2,B,126,222,907,685,false
93,1,A,139,226,916,690,false
94,2,B,124,226,926,700,false
95,1,A,93,231,935,704,false
96,2,B,107,231,944,713,false
97,1,A,177,235,953,718,false
98,2,B,142,235,963,728,false
99,1,A,108,240,973,733,false
100,2,B,114,240,982,742,false
101,1,A,137,245,991,746,false
102,2,B,128,245,1001,756,false
103,1,A,114,249,1010,761,false
104,2,B,114,249,1019,770,false
105,1,A,75,254,1028,774,false
106,2,B,156,254,1037,783,false
107,1,A,144,259,1047,788,false
108,2,B,140,259,1057,798,false
109,1,A,141,264,1067,803,false
110,2,B,126,264,1077,813,false
111,1,A,96,269,1086,817,false
112,2,B,121,269,1095,826,false
113,1,A,172,274,1104,830,false
114,2,B,122,274,1114,840,false
115,1,A,149,279,1123,844,false
116,2,B,144,279,1133,854,false
117,1,A,161,284,1143,859,false
118,2,B,105,284,1153,869,false
119,1,A,183,288,1162,874,false
120,2,B,161,288,1172,884,false
121,1,A,142,293,1182,889,false
122,2,B,110,293,1192,899,false
123,1,A,97,297,1201,904,false
124,2,B,151,297,1210,913,false
125,1,A,128,302,1220,918,false
126,2,B,98,302,1229,927,false
127,1,A,112,307,1238,931,false
128,2,B,163,307,1247,940,false
129,1,A,89,311,1257,946,false
130,2,B,149,311,1266,955,false
131,1,A,141,316,1276,960,false
132,2,B,137,316,1286,970,false
133,1,A,138,321,1296,975,false
134,2,B,131,321,1306,985,false
135,1,A,155,325,1316,991,false
136,2,B,106,325,1326,1001,false
137,1,A,115,329,1335,1006,false
138,2,B,147,329,1344,1015,false
139,1,A,152,334,1354,1020,false
140,2,B,132,334,1364,1030,false
