primitive	count
CARRY8	11
FDCE	1781
FDPE	356
FDRE	259
GND	62
LUT1	139
LUT2	305
LUT3	513
LUT4	368
LUT5	457
LUT6	2378
MUXF7	51
MUXF8	16
RAM32M	10
RAM32M16	56
RAM32X1D	20
RAMB36E2	41
RAMD32	884
RAMS32	132
VCC	71
