request_id,global_flow_id,size_bytes,arrival_cycle,admitted_cycle,completed_cycle,admission_delay_cycles,sojourn_cycles
1,1,512,0,4,34,4,34
2,2,512,0,8,42,8,42
3,1,512,10,14,53,4,43
4,2,512,10,18,61,8,51
5,1,512,20,24,72,4,52
6,2,512,20,28,82,8,62
7,1,512,30,34,92,4,62
8,2,512,30,38,101,8,71
9,1,512,40,44,111,4,71
10,2,512,40,48,120,8,80
11,1,512,50,54,130,4,80
12,2,512,50,58,140,8,90
13,1,512,60,64,150,4,90
14,2,512,60,68,160,8,100
15,1,512,70,74,170,4,100
16,2,512,70,78,180,8,110
17,1,512,80,84,190,4,110
18,2,512,80,88,200,8,120
19,1,512,90,94,210,4,120
20,2,512,90,98,220,8,130
21,1,512,100,104,230,4,130
22,2,512,100,108,240,8,140
23,1,512,110,114,250,4,140
24,2,512,110,118,260,8,150
25,1,512,120,124,270,4,150
26,2,512,120,128,280,8,160
27,1,512,130,134,290,4,160
28,2,512,130,138,300,8,170
29,1,512,140,144,309,4,169
30,2,512,140,148,320,8,180
31,1,512,150,154,328,4,178
32,2,512,150,158,340,8,190
33,1,512,160,164,348,4,188
34,2,512,160,168,359,8,199
35,1,512,170,174,367,4,197
36,2,512,170,178,378,8,208
37,1,512,180,184,386,4,206
38,2,512,180,188,397,8,217
39,1,512,190,194,405,4,215
40,2,512,190,198,416,8,226
41,1,512,200,204,424,4,224
42,2,512,200,208,435,8,235
43,1,512,210,214,443,4,233
44,2,512,210,218,454,8,244
45,1,512,220,224,462,4,242
46,2,512,220,228,473,8,253
47,1,512,230,234,481,4,251
48,2,512,230,238,492,8,262
49,1,512,240,244,500,4,260
50,2,512,240,248,511,8,271
51,1,512,250,254,520,4,270
52,2,512,250,258,530,8,280
53,1,512,260,265,540,5,280
54,2,512,260,269,550,9,290
55,1,512,270,286,560,16,290
57,1,512,280,294,570,14,290
59,1,512,290,302,580,12,290
61,1,512,300,310,590,10,290
63,1,512,310,318,600,8,290
65,1,512,320,326,610,6,290
67,1,512,330,334,620,4,290
69,1,512,340,344,629,4,289
71,1,512,350,354,640,4,290
73,1,512,360,364,649,4,289
75,1,512,370,374,660,4,290
77,1,512,380,384,669,4,289
79,1,512,390,394,680,4,290
81,1,512,400,404,689,4,289
83,1,512,410,414,700,4,290
85,1,512,420,424,709,4,289
87,1,512,430,434,720,4,290
89,1,512,440,444,729,4,289
91,1,512,450,454,740,4,290
93,1,512,460,464,749,4,289
95,1,512,470,474,760,4,290
97,1,512,480,484,769,4,289
99,1,512,490,494,780,4,290
101,1,512,500,504,789,4,289
103,1,512,510,514,800,4,290
105,1,512,520,524,809,4,289
107,1,512,530,534,820,4,290
109,1,512,540,544,829,4,289
111,1,512,550,554,840,4,290
113,1,512,560,564,849,4,289
115,1,512,570,574,860,4,290
117,1,512,580,584,869,4,289
119,1,512,590,594,880,4,290
56,2,512,270,290,889,20,619
58,2,512,280,298,900,18,620
60,2,512,290,306,909,16,619
62,2,512,300,314,920,14,620
64,2,512,310,322,929,12,619
66,2,512,320,330,940,10,620
68,2,512,330,338,949,8,619
70,2,512,340,348,960,8,620
72,2,512,350,358,969,8,619
74,2,512,360,368,980,8,620
76,2,512,370,378,989,8,619
78,2,512,380,388,1000,8,620
80,2,512,390,398,1009,8,619
82,2,512,400,408,1020,8,620
84,2,512,410,418,1029,8,619
86,2,512,420,428,1040,8,620
88,2,512,430,438,1049,8,619
90,2,512,440,448,1060,8,620
92,2,512,450,458,1069,8,619
94,2,512,460,468,1080,8,620
96,2,512,470,478,1089,8,619
98,2,512,480,488,1100,8,620
100,2,512,490,498,1109,8,619
102,2,512,500,508,1120,8,620
104,2,512,510,518,1129,8,619
106,2,512,520,528,1140,8,620
108,2,512,530,538,1149,8,619
110,2,512,540,548,1160,8,620
112,2,512,550,558,1169,8,619
114,2,512,560,568,1180,8,620
116,2,512,570,578,1189,8,619
118,2,512,580,588,1200,8,620
120,2,512,590,598,1209,8,619
