cycle,request_id,global_flow_id,size_bytes
0,1,1,512
0,2,2,512
10,3,1,512
10,4,2,512
20,5,1,512
20,6,2,512
30,7,1,512
30,8,2,512
40,9,1,512
40,10,2,512
50,11,1,512
50,12,2,512
60,13,1,512
60,14,2,512
70,15,1,512
70,16,2,512
80,17,1,512
80,18,2,512
90,19,1,512
90,20,2,512
100,21,1,512
100,22,2,512
110,23,1,512
110,24,2,512
120,25,1,512
120,26,2,512
130,27,1,512
130,28,2,512
140,29,1,512
140,30,2,512
150,31,1,512
150,32,2,512
160,33,1,512
160,34,2,512
170,35,1,512
170,36,2,512
180,37,1,512
180,38,2,512
190,39,1,512
190,40,2,512
200,41,1,512
200,42,2,512
210,43,1,512
210,44,2,512
220,45,1,512
220,46,2,512
230,47,1,512
230,48,2,512
240,49,1,512
240,50,2,512
250,51,1,512
250,52,2,512
260,53,1,512
260,54,2,512
270,55,1,512
270,56,2,512
280,57,1,512
280,58,2,512
290,59,1,512
290,60,2,512
300,61,1,512
300,62,2,512
310,63,1,512
310,64,2,512
320,65,1,512
320,66,2,512
330,67,1,512
330,68,2,512
340,69,1,512
340,70,2,512
350,71,1,512
350,72,2,512
360,73,1,512
360,74,2,512
370,75,1,512
370,76,2,512
380,77,1,512
380,78,2,512
390,79,1,512
390,80,2,512
400,81,1,512
400,82,2,512
410,83,1,512
410,84,2,512
420,85,1,512
420,86,2,512
430,87,1,512
430,88,2,512
440,89,1,512
440,90,2,512
450,91,1,512
450,92,2,512
460,93,1,512
460,94,2,512
470,95,1,512
470,96,2,512
480,97,1,512
480,98,2,512
490,99,1,512
490,100,2,512
500,101,1,512
500,102,2,512
510,103,1,512
510,104,2,512
520,105,1,512
520,106,2,512
530,107,1,512
530,108,2,512
540,109,1,512
540,110,2,512
550,111,1,512
550,112,2,512
560,113,1,512
560,114,2,512
570,115,1,512
570,116,2,512
580,117,1,512
580,118,2,512
590,119,1,512
590,120,2,512
