event,name,mode,from_policy,to_policy,instruction_count,scheduled_cycle,start_cycle,commit_cycle,finish_cycle,drain_cycle,drain_duration_cycles,dropped_packets,retained_packets,peak_buffer_occupancy_packets,minimum_stop_cycles,stop_duration_cycles,prefilled_tokens,resume_cycle
reconfiguration,replace,full_transitive,p1,p2b,26,1000,1000,1031,1547,1333,302,0,0,0,0,,,
