primitive	count
CARRY8	2048
FDCE	69
FDRE	31777
GND	2
LUT1	25
LUT2	1234
LUT3	29996
LUT4	10462
LUT5	52577
LUT6	45433
MUXF7	3155
MUXF8	1478
VCC	1
