primitive	count
CARRY8	2565
FDCE	99263
FDPE	10345
FDRE	40684
FDSE	800
GND	265
LUT1	20544
LUT2	29032
LUT3	17047
LUT4	39409
LUT5	24002
LUT6	137711
MUXF7	17132
MUXF8	8212
RAM256X1D	40
RAM32M16	21
RAMB18E2	10
RAMB36E2	16
RAMD32	294
RAMD64E	320
RAMS32	42
SRL16E	122880
VCC	296
