primitive	count
CARRY8	1931
FDCE	53361
FDPE	5232
FDRE	28058
FDSE	600
GND	232
LUT1	16754
LUT2	17876
LUT3	5542
LUT4	22789
LUT5	23927
LUT6	87646
MUXF7	8927
MUXF8	3921
RAM256X1D	20
RAM32M16	21
RAMB18E2	30
RAMB36E2	6
RAMD32	294
RAMD64E	160
RAMS32	42
SRL16E	92160
VCC	257
