request_id,flow,flow_name,push_cycle,pop_cycle,control_pop_cycle,added_delay_cycles
707,3,Tenant_02_A,1925,2121,2118,3
737,3,Tenant_02_A,2005,2259,2280,-21
801,3,Tenant_02_A,2180,2454,2475,-21
865,3,Tenant_02_A,2354,2652,2667,-15
929,3,Tenant_02_A,2529,2844,2859,-15
993,3,Tenant_02_A,2703,3036,3051,-15
1057,3,Tenant_02_A,2878,3228,3243,-15
1121,3,Tenant_02_A,3052,3420,3435,-15
1185,3,Tenant_02_A,3227,3615,3627,-12
1249,3,Tenant_02_A,3401,3807,3822,-15
1313,3,Tenant_02_A,3576,3999,4014,-15
1377,3,Tenant_02_A,3750,4191,4209,-18
1441,3,Tenant_02_A,3925,4383,4401,-18
1505,3,Tenant_02_A,4100,4578,4593,-15
1569,3,Tenant_02_A,4274,4770,4785,-15
1633,3,Tenant_02_A,4449,4962,4977,-15
1697,3,Tenant_02_A,4623,5154,5169,-15
1761,3,Tenant_02_A,4798,5349,5361,-12
1825,3,Tenant_02_A,4972,5541,5556,-15
1889,3,Tenant_02_A,5147,5733,5748,-15
1953,3,Tenant_02_A,5321,5925,5940,-15
2017,3,Tenant_02_A,5496,6117,6135,-18
2081,3,Tenant_02_A,5670,6309,6327,-18
2145,3,Tenant_02_A,5845,6504,6519,-15
2209,3,Tenant_02_A,6020,6696,6711,-15
2273,3,Tenant_02_A,6194,6888,6903,-15
2337,3,Tenant_02_A,6369,7080,7095,-15
2401,3,Tenant_02_A,6543,7275,7287,-12
2465,3,Tenant_02_A,6718,7467,7482,-15
2529,3,Tenant_02_A,6892,7659,7674,-15
2593,3,Tenant_02_A,7067,7851,7866,-15
2657,3,Tenant_02_A,7241,8043,8061,-18
2721,3,Tenant_02_A,7416,8238,8253,-15
2785,3,Tenant_02_A,7590,8430,8445,-15
2849,3,Tenant_02_A,7765,8622,8637,-15
2913,3,Tenant_02_A,7940,8814,8829,-15
2977,3,Tenant_02_A,8114,9006,9021,-15
3041,3,Tenant_02_A,8289,9201,9213,-12
3105,3,Tenant_02_A,8463,9393,9408,-15
3169,3,Tenant_02_A,8638,9585,9600,-15
3233,3,Tenant_02_A,8812,9777,9795,-18
3297,3,Tenant_02_A,8987,9969,9987,-18
3361,3,Tenant_02_A,9161,10158,10173,-15
3425,3,Tenant_02_A,9336,10344,10359,-15
3489,3,Tenant_02_A,9510,10530,10545,-15
3553,3,Tenant_02_A,9685,10716,10731,-15
3617,3,Tenant_02_A,9860,10902,10908,-6
