part	device	family
xcvu23p-fsvj1760-2-i	xcvu23p	virtexuplus58g
xcvu23p-fsvj1760-2L-e	xcvu23p	virtexuplus58g
xcvu23p-fsvj1760-2LV-e	xcvu23p	virtexuplus58g
xcvu23p-fsvj1760-3-e	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-1-e	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-1-i	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-2-e	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-2-i	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-2L-e	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-2LV-e	xcvu23p	virtexuplus58g
xcvu23p-vsva1365-3-e	xcvu23p	virtexuplus58g
xcvu23p_CIV-fsvj1760-1-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-1-i	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-2-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-2-i	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-2L-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-2LV-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-fsvj1760-3-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-1-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-1-i	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-2-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-2-i	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-2L-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-2LV-e	xcvu23p_CIV	virtexuplus58g
xcvu23p_CIV-vsva1365-3-e	xcvu23p_CIV	virtexuplus58g
xcsu10p-cmva361-1-e	xcsu10p	spartanuplus
xcsu10p-cmva361-1-i	xcsu10p	spartanuplus
xcsu10p-cmva361-1L-i	xcsu10p	spartanuplus
xcsu10p-cmva361-1LV-i	xcsu10p	spartanuplus
xcsu10p-cmva361-2-e	xcsu10p	spartanuplus
xcsu10p-cmva361-2-i	xcsu10p	spartanuplus
xcsu10p-cmva529-1-e	xcsu10p	spartanuplus
xcsu10p-cmva529-1-i	xcsu10p	spartanuplus
xcsu10p-cmva529-1L-i	xcsu10p	spartanuplus
xcsu10p-cmva529-1LV-i	xcsu10p	spartanuplus
xcsu10p-cmva529-2-e	xcsu10p	spartanuplus
xcsu10p-cmva529-2-i	xcsu10p	spartanuplus
xcsu10p-sbvb625-1-e	xcsu10p	spartanuplus
xcsu10p-sbvb625-1-i	xcsu10p	spartanuplus
xcsu10p-sbvb625-1L-i	xcsu10p	spartanuplus
xcsu10p-sbvb625-1LV-i	xcsu10p	spartanuplus
xcsu10p-sbvb625-2-e	xcsu10p	spartanuplus
xcsu10p-sbvb625-2-i	xcsu10p	spartanuplus
xcsu25p-cmva361-1-e	xcsu25p	spartanuplus
xcsu25p-cmva361-1-i	xcsu25p	spartanuplus
xcsu25p-cmva361-1L-i	xcsu25p	spartanuplus
xcsu25p-cmva361-1LV-i	xcsu25p	spartanuplus
xcsu25p-cmva361-2-e	xcsu25p	spartanuplus
xcsu25p-cmva361-2-i	xcsu25p	spartanuplus
xcsu25p-cmva529-1-e	xcsu25p	spartanuplus
xcsu25p-cmva529-1-i	xcsu25p	spartanuplus
xcsu25p-cmva529-1L-i	xcsu25p	spartanuplus
xcsu25p-cmva529-1LV-i	xcsu25p	spartanuplus
xcsu25p-cmva529-2-e	xcsu25p	spartanuplus
xcsu25p-cmva529-2-i	xcsu25p	spartanuplus
xcsu25p-sbvb625-1-e	xcsu25p	spartanuplus
xcsu25p-sbvb625-1-i	xcsu25p	spartanuplus
xcsu25p-sbvb625-1L-i	xcsu25p	spartanuplus
xcsu25p-sbvb625-1LV-i	xcsu25p	spartanuplus
xcsu25p-sbvb625-2-e	xcsu25p	spartanuplus
xcsu25p-sbvb625-2-i	xcsu25p	spartanuplus
xcsu35p-cmva361-1-e	xcsu35p	spartanuplus
xcsu35p-cmva361-1-i	xcsu35p	spartanuplus
xcsu35p-cmva361-1L-i	xcsu35p	spartanuplus
xcsu35p-cmva361-1LV-i	xcsu35p	spartanuplus
xcsu35p-cmva361-2-e	xcsu35p	spartanuplus
xcsu35p-cmva361-2-i	xcsu35p	spartanuplus
xcsu35p-cmva529-1-e	xcsu35p	spartanuplus
xcsu35p-cmva529-1-i	xcsu35p	spartanuplus
xcsu35p-cmva529-1L-i	xcsu35p	spartanuplus
xcsu35p-cmva529-1LV-i	xcsu35p	spartanuplus
xcsu35p-cmva529-2-e	xcsu35p	spartanuplus
xcsu35p-cmva529-2-i	xcsu35p	spartanuplus
xcsu35p-sbvb625-1-e	xcsu35p	spartanuplus
xcsu35p-sbvb625-1-i	xcsu35p	spartanuplus
xcsu35p-sbvb625-1L-i	xcsu35p	spartanuplus
xcsu35p-sbvb625-1LV-i	xcsu35p	spartanuplus
xcsu35p-sbvb625-2-e	xcsu35p	spartanuplus
xcsu35p-sbvb625-2-i	xcsu35p	spartanuplus
xcku11p-ffva1156-1-e	xcku11p	kintexuplus
xcku11p-ffva1156-1-i	xcku11p	kintexuplus
xcku11p-ffva1156-1L-i	xcku11p	kintexuplus
xcku11p-ffva1156-1LV-i	xcku11p	kintexuplus
xcku11p-ffva1156-2-e	xcku11p	kintexuplus
xcku11p-ffva1156-2-i	xcku11p	kintexuplus
xcku11p-ffva1156-2L-e	xcku11p	kintexuplus
xcku11p-ffva1156-2LV-e	xcku11p	kintexuplus
xcku11p-ffva1156-3-e	xcku11p	kintexuplus
xcku11p-ffvd900-1-e	xcku11p	kintexuplus
xcku11p-ffvd900-1-i	xcku11p	kintexuplus
xcku11p-ffvd900-1L-i	xcku11p	kintexuplus
xcku11p-ffvd900-1LV-i	xcku11p	kintexuplus
xcku11p-ffvd900-2-e	xcku11p	kintexuplus
xcku11p-ffvd900-2-i	xcku11p	kintexuplus
xcku11p-ffvd900-2L-e	xcku11p	kintexuplus
xcku11p-ffvd900-2LV-e	xcku11p	kintexuplus
xcku11p-ffvd900-3-e	xcku11p	kintexuplus
xcku11p-ffve1517-1-e	xcku11p	kintexuplus
xcku11p-ffve1517-1-i	xcku11p	kintexuplus
xcku11p-ffve1517-1L-i	xcku11p	kintexuplus
xcku11p-ffve1517-1LV-i	xcku11p	kintexuplus
xcku11p-ffve1517-2-e	xcku11p	kintexuplus
xcku11p-ffve1517-2-i	xcku11p	kintexuplus
xcku11p-ffve1517-2L-e	xcku11p	kintexuplus
xcku11p-ffve1517-2LV-e	xcku11p	kintexuplus
xcku11p-ffve1517-3-e	xcku11p	kintexuplus
xcku11p_CIV-ffva1156-1-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-1-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-1L-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-1LV-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-2-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-2-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-2L-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-2LV-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffva1156-3-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-1-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-1-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-1L-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-1LV-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-2-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-2-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-2L-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-2LV-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffvd900-3-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-1-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-1-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-1L-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-1LV-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-2-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-2-i	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-2L-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-2LV-e	xcku11p_CIV	kintexuplus
xcku11p_CIV-ffve1517-3-e	xcku11p_CIV	kintexuplus
xcku13p-ffve900-1-e	xcku13p	kintexuplus
xcku13p-ffve900-1-i	xcku13p	kintexuplus
xcku13p-ffve900-1L-i	xcku13p	kintexuplus
xcku13p-ffve900-1LV-i	xcku13p	kintexuplus
xcku13p-ffve900-2-e	xcku13p	kintexuplus
xcku13p-ffve900-2-i	xcku13p	kintexuplus
xcku13p-ffve900-2L-e	xcku13p	kintexuplus
xcku13p-ffve900-2LV-e	xcku13p	kintexuplus
xcku13p-ffve900-3-e	xcku13p	kintexuplus
xcku15p-ffva1156-1-e	xcku15p	kintexuplus
xcku15p-ffva1156-1-i	xcku15p	kintexuplus
xcku15p-ffva1156-1L-i	xcku15p	kintexuplus
xcku15p-ffva1156-1LV-i	xcku15p	kintexuplus
xcku15p-ffva1156-2-e	xcku15p	kintexuplus
xcku15p-ffva1156-2-i	xcku15p	kintexuplus
xcku15p-ffva1156-2L-e	xcku15p	kintexuplus
xcku15p-ffva1156-2LV-e	xcku15p	kintexuplus
xcku15p-ffva1156-3-e	xcku15p	kintexuplus
xcku15p-ffva1760-1-e	xcku15p	kintexuplus
xcku15p-ffva1760-1-i	xcku15p	kintexuplus
xcku15p-ffva1760-1L-i	xcku15p	kintexuplus
xcku15p-ffva1760-1LV-i	xcku15p	kintexuplus
xcku15p-ffva1760-2-e	xcku15p	kintexuplus
xcku15p-ffva1760-2-i	xcku15p	kintexuplus
xcku15p-ffva1760-2L-e	xcku15p	kintexuplus
xcku15p-ffva1760-2LV-e	xcku15p	kintexuplus
xcku15p-ffva1760-3-e	xcku15p	kintexuplus
xcku15p-ffve1517-1-e	xcku15p	kintexuplus
xcku15p-ffve1517-1-i	xcku15p	kintexuplus
xcku15p-ffve1517-1L-i	xcku15p	kintexuplus
xcku15p-ffve1517-1LV-i	xcku15p	kintexuplus
xcku15p-ffve1517-2-e	xcku15p	kintexuplus
xcku15p-ffve1517-2-i	xcku15p	kintexuplus
xcku15p-ffve1517-2L-e	xcku15p	kintexuplus
xcku15p-ffve1517-2LV-e	xcku15p	kintexuplus
xcku15p-ffve1517-3-e	xcku15p	kintexuplus
xcku15p-ffve1760-1-e	xcku15p	kintexuplus
xcku15p-ffve1760-1-i	xcku15p	kintexuplus
xcku15p-ffve1760-1L-i	xcku15p	kintexuplus
xcku15p-ffve1760-1LV-i	xcku15p	kintexuplus
xcku15p-ffve1760-2-e	xcku15p	kintexuplus
xcku15p-ffve1760-2-i	xcku15p	kintexuplus
xcku15p-ffve1760-2L-e	xcku15p	kintexuplus
xcku15p-ffve1760-2LV-e	xcku15p	kintexuplus
xcku15p-ffve1760-3-e	xcku15p	kintexuplus
xcku15p_CIV-ffva1156-1-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-1-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-1L-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-1LV-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-2-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-2-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-2L-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-2LV-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1156-3-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-1-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-1-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-1L-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-1LV-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-2-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-2-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-2L-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-2LV-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffva1760-3-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-1-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-1-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-1L-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-1LV-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-2-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-2-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-2L-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-2LV-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1517-3-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-1-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-1-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-1L-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-1LV-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-2-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-2-i	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-2L-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-2LV-e	xcku15p_CIV	kintexuplus
xcku15p_CIV-ffve1760-3-e	xcku15p_CIV	kintexuplus
xcku3p-ffva676-1-e	xcku3p	kintexuplus
xcku3p-ffva676-1-i	xcku3p	kintexuplus
xcku3p-ffva676-1L-i	xcku3p	kintexuplus
xcku3p-ffva676-1LV-i	xcku3p	kintexuplus
xcku3p-ffva676-2-e	xcku3p	kintexuplus
xcku3p-ffva676-2-i	xcku3p	kintexuplus
xcku3p-ffva676-2L-e	xcku3p	kintexuplus
xcku3p-ffva676-2LV-e	xcku3p	kintexuplus
xcku3p-ffva676-3-e	xcku3p	kintexuplus
xcku3p-ffvb676-1-e	xcku3p	kintexuplus
xcku3p-ffvb676-1-i	xcku3p	kintexuplus
xcku3p-ffvb676-1L-i	xcku3p	kintexuplus
xcku3p-ffvb676-1LV-i	xcku3p	kintexuplus
xcku3p-ffvb676-2-e	xcku3p	kintexuplus
xcku3p-ffvb676-2-i	xcku3p	kintexuplus
xcku3p-ffvb676-2L-e	xcku3p	kintexuplus
xcku3p-ffvb676-2LV-e	xcku3p	kintexuplus
xcku3p-ffvb676-3-e	xcku3p	kintexuplus
xcku3p-ffvd900-1-e	xcku3p	kintexuplus
xcku3p-ffvd900-1-i	xcku3p	kintexuplus
xcku3p-ffvd900-1L-i	xcku3p	kintexuplus
xcku3p-ffvd900-1LV-i	xcku3p	kintexuplus
xcku3p-ffvd900-2-e	xcku3p	kintexuplus
xcku3p-ffvd900-2-i	xcku3p	kintexuplus
xcku3p-ffvd900-2L-e	xcku3p	kintexuplus
xcku3p-ffvd900-2LV-e	xcku3p	kintexuplus
xcku3p-ffvd900-3-e	xcku3p	kintexuplus
xcku3p-sfvb784-1-e	xcku3p	kintexuplus
xcku3p-sfvb784-1-i	xcku3p	kintexuplus
xcku3p-sfvb784-1L-i	xcku3p	kintexuplus
xcku3p-sfvb784-1LV-i	xcku3p	kintexuplus
xcku3p-sfvb784-2-e	xcku3p	kintexuplus
xcku3p-sfvb784-2-i	xcku3p	kintexuplus
xcku3p-sfvb784-2L-e	xcku3p	kintexuplus
xcku3p-sfvb784-2LV-e	xcku3p	kintexuplus
xcku3p-sfvb784-3-e	xcku3p	kintexuplus
xcku5p-ffva676-1-e	xcku5p	kintexuplus
xcku5p-ffva676-1-i	xcku5p	kintexuplus
xcku5p-ffva676-1L-i	xcku5p	kintexuplus
xcku5p-ffva676-1LV-i	xcku5p	kintexuplus
xcku5p-ffva676-2-e	xcku5p	kintexuplus
xcku5p-ffva676-2-i	xcku5p	kintexuplus
xcku5p-ffva676-2L-e	xcku5p	kintexuplus
xcku5p-ffva676-2LV-e	xcku5p	kintexuplus
xcku5p-ffva676-3-e	xcku5p	kintexuplus
xcku5p-ffvb676-1-e	xcku5p	kintexuplus
xcku5p-ffvb676-1-i	xcku5p	kintexuplus
xcku5p-ffvb676-1L-i	xcku5p	kintexuplus
xcku5p-ffvb676-1LV-i	xcku5p	kintexuplus
xcku5p-ffvb676-2-e	xcku5p	kintexuplus
xcku5p-ffvb676-2-i	xcku5p	kintexuplus
xcku5p-ffvb676-2L-e	xcku5p	kintexuplus
xcku5p-ffvb676-2LV-e	xcku5p	kintexuplus
xcku5p-ffvb676-3-e	xcku5p	kintexuplus
xcku5p-ffvd900-1-e	xcku5p	kintexuplus
xcku5p-ffvd900-1-i	xcku5p	kintexuplus
xcku5p-ffvd900-1L-i	xcku5p	kintexuplus
xcku5p-ffvd900-1LV-i	xcku5p	kintexuplus
xcku5p-ffvd900-2-e	xcku5p	kintexuplus
xcku5p-ffvd900-2-i	xcku5p	kintexuplus
xcku5p-ffvd900-2L-e	xcku5p	kintexuplus
xcku5p-ffvd900-2LV-e	xcku5p	kintexuplus
xcku5p-ffvd900-3-e	xcku5p	kintexuplus
xcku5p-sfvb784-1-e	xcku5p	kintexuplus
xcku5p-sfvb784-1-i	xcku5p	kintexuplus
xcku5p-sfvb784-1L-i	xcku5p	kintexuplus
xcku5p-sfvb784-1LV-i	xcku5p	kintexuplus
xcku5p-sfvb784-2-e	xcku5p	kintexuplus
xcku5p-sfvb784-2-i	xcku5p	kintexuplus
xcku5p-sfvb784-2L-e	xcku5p	kintexuplus
xcku5p-sfvb784-2LV-e	xcku5p	kintexuplus
xcku5p-sfvb784-3-e	xcku5p	kintexuplus
xcku9p-ffve900-1-e	xcku9p	kintexuplus
xcku9p-ffve900-1-i	xcku9p	kintexuplus
xcku9p-ffve900-1L-i	xcku9p	kintexuplus
xcku9p-ffve900-1LV-i	xcku9p	kintexuplus
xcku9p-ffve900-2-e	xcku9p	kintexuplus
xcku9p-ffve900-2-i	xcku9p	kintexuplus
xcku9p-ffve900-2L-e	xcku9p	kintexuplus
xcku9p-ffve900-2LV-e	xcku9p	kintexuplus
xcku9p-ffve900-3-e	xcku9p	kintexuplus
xqku15p-ffra1156-1-i	xqku15p	qkintexuplus
xqku15p-ffra1156-1L-i	xqku15p	qkintexuplus
xqku15p-ffra1156-1LV-i	xqku15p	qkintexuplus
xqku15p-ffra1156-1M-m	xqku15p	qkintexuplus
xqku15p-ffra1156-2-i	xqku15p	qkintexuplus
xqku15p-ffre1517-1-i	xqku15p	qkintexuplus
xqku15p-ffre1517-1L-i	xqku15p	qkintexuplus
xqku15p-ffre1517-1LV-i	xqku15p	qkintexuplus
xqku15p-ffre1517-1M-m	xqku15p	qkintexuplus
xqku15p-ffre1517-2-i	xqku15p	qkintexuplus
xqku5p-ffrb676-1-i	xqku5p	qkintexuplus
xqku5p-ffrb676-1L-i	xqku5p	qkintexuplus
xqku5p-ffrb676-1LV-i	xqku5p	qkintexuplus
xqku5p-ffrb676-1M-m	xqku5p	qkintexuplus
xqku5p-ffrb676-2-i	xqku5p	qkintexuplus
xqku5p-sfrb784-1-i	xqku5p	qkintexuplus
xqku5p-sfrb784-1L-i	xqku5p	qkintexuplus
xqku5p-sfrb784-1LV-i	xqku5p	qkintexuplus
xqku5p-sfrb784-1M-m	xqku5p	qkintexuplus
xqku5p-sfrb784-2-i	xqku5p	qkintexuplus
xcku19p-ffvb2104-1-e	xcku19p	kintexuplus
xcku19p-ffvb2104-1-i	xcku19p	kintexuplus
xcku19p-ffvb2104-1L-i	xcku19p	kintexuplus
xcku19p-ffvb2104-1LV-i	xcku19p	kintexuplus
xcku19p-ffvb2104-2-e	xcku19p	kintexuplus
xcku19p-ffvb2104-2-i	xcku19p	kintexuplus
xcku19p-ffvb2104-2L-e	xcku19p	kintexuplus
xcku19p-ffvb2104-2LV-e	xcku19p	kintexuplus
xcku19p-ffvb2104-3-e	xcku19p	kintexuplus
xcku19p-ffvj1760-1-e	xcku19p	kintexuplus
xcku19p-ffvj1760-1-i	xcku19p	kintexuplus
xcku19p-ffvj1760-1L-i	xcku19p	kintexuplus
xcku19p-ffvj1760-1LV-i	xcku19p	kintexuplus
xcku19p-ffvj1760-2-e	xcku19p	kintexuplus
xcku19p-ffvj1760-2-i	xcku19p	kintexuplus
xcku19p-ffvj1760-2L-e	xcku19p	kintexuplus
xcku19p-ffvj1760-2LV-e	xcku19p	kintexuplus
xcku19p-ffvj1760-3-e	xcku19p	kintexuplus
xcku19p_CIV-ffvb2104-1-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-1-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-1L-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-1LV-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-2-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-2-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-2L-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-2LV-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvb2104-3-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-1-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-1-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-1L-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-1LV-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-2-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-2-i	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-2L-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-2LV-e	xcku19p_CIV	kintexuplus
xcku19p_CIV-ffvj1760-3-e	xcku19p_CIV	kintexuplus
xcau7p-fcva289-1-e	xcau7p	artixuplus
xcau7p-fcva289-1-i	xcau7p	artixuplus
xcau7p-fcva289-1L-i	xcau7p	artixuplus
xcau7p-fcva289-1LV-i	xcau7p	artixuplus
xcau7p-fcva289-2-e	xcau7p	artixuplus
xcau7p-fcva289-2-i	xcau7p	artixuplus
xcau7p-sbvc484-1-e	xcau7p	artixuplus
xcau7p-sbvc484-1-i	xcau7p	artixuplus
xcau7p-sbvc484-1L-i	xcau7p	artixuplus
xcau7p-sbvc484-1LV-i	xcau7p	artixuplus
xcau7p-sbvc484-2-e	xcau7p	artixuplus
xcau7p-sbvc484-2-i	xcau7p	artixuplus
xcau20p-ffvb676-1-e	xcau20p	artixuplus
xcau20p-ffvb676-1-i	xcau20p	artixuplus
xcau20p-ffvb676-1L-i	xcau20p	artixuplus
xcau20p-ffvb676-1LV-i	xcau20p	artixuplus
xcau20p-ffvb676-2-e	xcau20p	artixuplus
xcau20p-ffvb676-2-i	xcau20p	artixuplus
xcau20p-sfvb784-1-e	xcau20p	artixuplus
xcau20p-sfvb784-1-i	xcau20p	artixuplus
xcau20p-sfvb784-1L-i	xcau20p	artixuplus
xcau20p-sfvb784-1LV-i	xcau20p	artixuplus
xcau20p-sfvb784-2-e	xcau20p	artixuplus
xcau20p-sfvb784-2-i	xcau20p	artixuplus
xcau25p-ffvb676-1-e	xcau25p	artixuplus
xcau25p-ffvb676-1-i	xcau25p	artixuplus
xcau25p-ffvb676-1L-i	xcau25p	artixuplus
xcau25p-ffvb676-1LV-i	xcau25p	artixuplus
xcau25p-ffvb676-2-e	xcau25p	artixuplus
xcau25p-ffvb676-2-i	xcau25p	artixuplus
xcau25p-sfvb784-1-e	xcau25p	artixuplus
xcau25p-sfvb784-1-i	xcau25p	artixuplus
xcau25p-sfvb784-1L-i	xcau25p	artixuplus
xcau25p-sfvb784-1LV-i	xcau25p	artixuplus
xcau25p-sfvb784-2-e	xcau25p	artixuplus
xcau25p-sfvb784-2-i	xcau25p	artixuplus
xcau10p-ffvb676-1-e	xcau10p	artixuplus
xcau10p-ffvb676-1-i	xcau10p	artixuplus
xcau10p-ffvb676-1L-i	xcau10p	artixuplus
xcau10p-ffvb676-1LV-i	xcau10p	artixuplus
xcau10p-ffvb676-2-e	xcau10p	artixuplus
xcau10p-ffvb676-2-i	xcau10p	artixuplus
xcau10p-sbvb484-1-e	xcau10p	artixuplus
xcau10p-sbvb484-1-i	xcau10p	artixuplus
xcau10p-sbvb484-1L-i	xcau10p	artixuplus
xcau10p-sbvb484-1LV-i	xcau10p	artixuplus
xcau10p-sbvb484-2-e	xcau10p	artixuplus
xcau10p-sbvb484-2-i	xcau10p	artixuplus
xcau10p-ubva368-1-e	xcau10p	artixuplus
xcau10p-ubva368-1-i	xcau10p	artixuplus
xcau10p-ubva368-1L-i	xcau10p	artixuplus
xcau10p-ubva368-1LV-i	xcau10p	artixuplus
xcau10p-ubva368-2-e	xcau10p	artixuplus
xcau10p-ubva368-2-i	xcau10p	artixuplus
xcau15p-ffvb676-1-e	xcau15p	artixuplus
xcau15p-ffvb676-1-i	xcau15p	artixuplus
xcau15p-ffvb676-1L-i	xcau15p	artixuplus
xcau15p-ffvb676-1LV-i	xcau15p	artixuplus
xcau15p-ffvb676-2-e	xcau15p	artixuplus
xcau15p-ffvb676-2-i	xcau15p	artixuplus
xcau15p-sbvb484-1-e	xcau15p	artixuplus
xcau15p-sbvb484-1-i	xcau15p	artixuplus
xcau15p-sbvb484-1L-i	xcau15p	artixuplus
xcau15p-sbvb484-1LV-i	xcau15p	artixuplus
xcau15p-sbvb484-2-e	xcau15p	artixuplus
xcau15p-sbvb484-2-i	xcau15p	artixuplus
xcau15p-ubva368-1-e	xcau15p	artixuplus
xcau15p-ubva368-1-i	xcau15p	artixuplus
xcau15p-ubva368-1L-i	xcau15p	artixuplus
xcau15p-ubva368-1LV-i	xcau15p	artixuplus
xcau15p-ubva368-2-e	xcau15p	artixuplus
xcau15p-ubva368-2-i	xcau15p	artixuplus
xaau10p-ffvb676-1-i	xaau10p	aartixuplus
xaau10p-ffvb676-1L-i	xaau10p	aartixuplus
xaau10p-ffvb676-1Q-q	xaau10p	aartixuplus
xaau10p-sbvb484-1-i	xaau10p	aartixuplus
xaau10p-sbvb484-1L-i	xaau10p	aartixuplus
xaau10p-sbvb484-1Q-q	xaau10p	aartixuplus
xaau15p-ffvb676-1-i	xaau15p	aartixuplus
xaau15p-ffvb676-1L-i	xaau15p	aartixuplus
xaau15p-ffvb676-1Q-q	xaau15p	aartixuplus
xaau15p-sbvb484-1-i	xaau15p	aartixuplus
xaau15p-sbvb484-1L-i	xaau15p	aartixuplus
xaau15p-sbvb484-1Q-q	xaau15p	aartixuplus
xaau7p-fcva289-1-i	xaau7p	artixuplus
xaau7p-fcva289-1L-i	xaau7p	artixuplus
xaau7p-fcva289-1LV-i	xaau7p	artixuplus
xaau7p-fcva289-1Q-q	xaau7p	artixuplus
xaau7p-sbvc484-1-i	xaau7p	artixuplus
xaau7p-sbvc484-1L-i	xaau7p	artixuplus
xaau7p-sbvc484-1LV-i	xaau7p	artixuplus
xaau7p-sbvc484-1Q-q	xaau7p	artixuplus
