part	device	family
xcvu13p_CIV-figd2104-2LV-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-figd2104-3-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-1-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-1-i	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-2-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-2-i	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-2L-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-2LV-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-flga2577-3-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-1-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-1-i	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-2-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-2-i	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-2L-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-2LV-e	xcvu13p_CIV	virtexuplus
xcvu13p_CIV-fsga2577-3-e	xcvu13p_CIV	virtexuplus
xcvu3p-ffvc1517-1-e	xcvu3p	virtexuplus
xcvu3p-ffvc1517-1-i	xcvu3p	virtexuplus
xcvu3p-ffvc1517-2-e	xcvu3p	virtexuplus
xcvu3p-ffvc1517-2-i	xcvu3p	virtexuplus
xcvu3p-ffvc1517-2L-e	xcvu3p	virtexuplus
xcvu3p-ffvc1517-2LV-e	xcvu3p	virtexuplus
xcvu3p-ffvc1517-3-e	xcvu3p	virtexuplus
xcvu3p_CIV-ffvc1517-1-e	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-1-i	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-2-e	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-2-i	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-2L-e	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-2LV-e	xcvu3p_CIV	virtexuplus
xcvu3p_CIV-ffvc1517-3-e	xcvu3p_CIV	virtexuplus
xcvu5p-flva2104-1-e	xcvu5p	virtexuplus
xcvu5p-flva2104-1-i	xcvu5p	virtexuplus
xcvu5p-flva2104-2-e	xcvu5p	virtexuplus
xcvu5p-flva2104-2-i	xcvu5p	virtexuplus
xcvu5p-flva2104-2L-e	xcvu5p	virtexuplus
xcvu5p-flva2104-2LV-e	xcvu5p	virtexuplus
xcvu5p-flva2104-3-e	xcvu5p	virtexuplus
xcvu5p-flvb2104-1-e	xcvu5p	virtexuplus
xcvu5p-flvb2104-1-i	xcvu5p	virtexuplus
xcvu5p-flvb2104-2-e	xcvu5p	virtexuplus
xcvu5p-flvb2104-2-i	xcvu5p	virtexuplus
xcvu5p-flvb2104-2L-e	xcvu5p	virtexuplus
xcvu5p-flvb2104-2LV-e	xcvu5p	virtexuplus
xcvu5p-flvb2104-3-e	xcvu5p	virtexuplus
xcvu5p-flvc2104-1-e	xcvu5p	virtexuplus
xcvu5p-flvc2104-1-i	xcvu5p	virtexuplus
xcvu5p-flvc2104-2-e	xcvu5p	virtexuplus
xcvu5p-flvc2104-2-i	xcvu5p	virtexuplus
xcvu5p-flvc2104-2L-e	xcvu5p	virtexuplus
xcvu5p-flvc2104-2LV-e	xcvu5p	virtexuplus
xcvu5p-flvc2104-3-e	xcvu5p	virtexuplus
xcvu5p_CIV-flva2104-1-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-1-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-2-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-2-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-2L-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-2LV-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flva2104-3-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-1-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-1-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-2-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-2-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-2L-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-2LV-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvb2104-3-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-1-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-1-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-2-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-2-i	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-2L-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-2LV-e	xcvu5p_CIV	virtexuplus
xcvu5p_CIV-flvc2104-3-e	xcvu5p_CIV	virtexuplus
xcvu7p-flva2104-1-e	xcvu7p	virtexuplus
xcvu7p-flva2104-1-i	xcvu7p	virtexuplus
xcvu7p-flva2104-2-e	xcvu7p	virtexuplus
xcvu7p-flva2104-2-i	xcvu7p	virtexuplus
xcvu7p-flva2104-2L-e	xcvu7p	virtexuplus
xcvu7p-flva2104-2LV-e	xcvu7p	virtexuplus
xcvu7p-flva2104-3-e	xcvu7p	virtexuplus
xcvu7p-flvb2104-1-e	xcvu7p	virtexuplus
xcvu7p-flvb2104-1-i	xcvu7p	virtexuplus
xcvu7p-flvb2104-2-e	xcvu7p	virtexuplus
xcvu7p-flvb2104-2-i	xcvu7p	virtexuplus
xcvu7p-flvb2104-2L-e	xcvu7p	virtexuplus
xcvu7p-flvb2104-2LV-e	xcvu7p	virtexuplus
xcvu7p-flvb2104-3-e	xcvu7p	virtexuplus
xcvu7p-flvc2104-1-e	xcvu7p	virtexuplus
xcvu7p-flvc2104-1-i	xcvu7p	virtexuplus
xcvu7p-flvc2104-2-e	xcvu7p	virtexuplus
xcvu7p-flvc2104-2-i	xcvu7p	virtexuplus
xcvu7p-flvc2104-2L-e	xcvu7p	virtexuplus
xcvu7p-flvc2104-2LV-e	xcvu7p	virtexuplus
xcvu7p-flvc2104-3-e	xcvu7p	virtexuplus
xcvu7p_CIV-flva2104-1-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-1-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-2-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-2-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-2L-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-2LV-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flva2104-3-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-1-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-1-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-2-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-2-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-2L-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-2LV-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvb2104-3-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-1-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-1-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-2-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-2-i	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-2L-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-2LV-e	xcvu7p_CIV	virtexuplus
xcvu7p_CIV-flvc2104-3-e	xcvu7p_CIV	virtexuplus
xcvu9p-flga2104-1-e	xcvu9p	virtexuplus
xcvu9p-flga2104-1-i	xcvu9p	virtexuplus
xcvu9p-flga2104-2-e	xcvu9p	virtexuplus
xcvu9p-flga2104-2-i	xcvu9p	virtexuplus
xcvu9p-flga2104-2L-e	xcvu9p	virtexuplus
xcvu9p-flga2104-2LV-e	xcvu9p	virtexuplus
xcvu9p-flga2104-3-e	xcvu9p	virtexuplus
xcvu9p-flga2577-1-e	xcvu9p	virtexuplus
xcvu9p-flga2577-1-i	xcvu9p	virtexuplus
xcvu9p-flga2577-2-e	xcvu9p	virtexuplus
xcvu9p-flga2577-2-i	xcvu9p	virtexuplus
xcvu9p-flga2577-2L-e	xcvu9p	virtexuplus
xcvu9p-flga2577-2LV-e	xcvu9p	virtexuplus
xcvu9p-flga2577-3-e	xcvu9p	virtexuplus
xcvu9p-flgb2104-1-e	xcvu9p	virtexuplus
xcvu9p-flgb2104-1-i	xcvu9p	virtexuplus
xcvu9p-flgb2104-2-e	xcvu9p	virtexuplus
xcvu9p-flgb2104-2-i	xcvu9p	virtexuplus
xcvu9p-flgb2104-2L-e	xcvu9p	virtexuplus
xcvu9p-flgb2104-2LV-e	xcvu9p	virtexuplus
xcvu9p-flgb2104-3-e	xcvu9p	virtexuplus
xcvu9p-flgc2104-1-e	xcvu9p	virtexuplus
xcvu9p-flgc2104-1-i	xcvu9p	virtexuplus
xcvu9p-flgc2104-2-e	xcvu9p	virtexuplus
xcvu9p-flgc2104-2-i	xcvu9p	virtexuplus
xcvu9p-flgc2104-2L-e	xcvu9p	virtexuplus
xcvu9p-flgc2104-2LV-e	xcvu9p	virtexuplus
xcvu9p-flgc2104-3-e	xcvu9p	virtexuplus
xcvu9p-fsgd2104-1-e	xcvu9p	virtexuplus
xcvu9p-fsgd2104-1-i	xcvu9p	virtexuplus
xcvu9p-fsgd2104-2-e	xcvu9p	virtexuplus
xcvu9p-fsgd2104-2-i	xcvu9p	virtexuplus
xcvu9p-fsgd2104-2L-e	xcvu9p	virtexuplus
xcvu9p-fsgd2104-2LV-e	xcvu9p	virtexuplus
xcvu9p-fsgd2104-3-e	xcvu9p	virtexuplus
xcvu9p_CIV-flga2104-1-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-1-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-2-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-2-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-2L-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-2LV-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2104-3-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-1-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-1-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-2-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-2-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-2L-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-2LV-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flga2577-3-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-1-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-1-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-2-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-2-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-2L-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-2LV-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgb2104-3-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-1-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-1-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-2-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-2-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-2L-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-2LV-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-flgc2104-3-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-1-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-1-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-2-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-2-i	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-2L-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-2LV-e	xcvu9p_CIV	virtexuplus
xcvu9p_CIV-fsgd2104-3-e	xcvu9p_CIV	virtexuplus
xqvu11p-flrc2104-1-i	xqvu11p	qvirtexuplus
xqvu11p-flrc2104-2-i	xqvu11p	qvirtexuplus
xqvu11p-flrc2104-2L-e	xqvu11p	qvirtexuplus
xqvu11p-flrc2104-2LV-e	xqvu11p	qvirtexuplus
xqvu11p-fsqd2104-1-i	xqvu11p	qvirtexuplus
xqvu11p-fsqd2104-2-i	xqvu11p	qvirtexuplus
xqvu11p-fsqd2104-2L-e	xqvu11p	qvirtexuplus
xqvu11p-fsqd2104-2LV-e	xqvu11p	qvirtexuplus
xqvu13p-fhqa2104-1-i	xqvu13p	qvirtexuplus
xqvu13p-fhqa2104-2-i	xqvu13p	qvirtexuplus
xqvu13p-fhqa2104-2L-e	xqvu13p	qvirtexuplus
xqvu13p-fhqa2104-2LV-e	xqvu13p	qvirtexuplus
xqvu13p-fhqb2104-1-i	xqvu13p	qvirtexuplus
xqvu13p-fhqb2104-2-i	xqvu13p	qvirtexuplus
xqvu13p-fhqb2104-2L-e	xqvu13p	qvirtexuplus
xqvu13p-fhqb2104-2LV-e	xqvu13p	qvirtexuplus
xqvu13p-fiqd2104-1-i	xqvu13p	qvirtexuplus
xqvu13p-fiqd2104-2-i	xqvu13p	qvirtexuplus
xqvu13p-fiqd2104-2L-e	xqvu13p	qvirtexuplus
xqvu13p-fiqd2104-2LV-e	xqvu13p	qvirtexuplus
xqvu3p-ffrc1517-1-i	xqvu3p	qvirtexuplus
xqvu3p-ffrc1517-1M-m	xqvu3p	qvirtexuplus
xqvu3p-ffrc1517-2-i	xqvu3p	qvirtexuplus
xqvu3p-ffrc1517-2L-e	xqvu3p	qvirtexuplus
xqvu3p-ffrc1517-2LV-e	xqvu3p	qvirtexuplus
xqvu7p-flra2104-1-i	xqvu7p	qvirtexuplus
xqvu7p-flra2104-2-i	xqvu7p	qvirtexuplus
xqvu7p-flra2104-2L-e	xqvu7p	qvirtexuplus
xqvu7p-flra2104-2LV-e	xqvu7p	qvirtexuplus
xqvu7p-flrb2104-1-i	xqvu7p	qvirtexuplus
xqvu7p-flrb2104-2-i	xqvu7p	qvirtexuplus
xqvu7p-flrb2104-2L-e	xqvu7p	qvirtexuplus
xqvu7p-flrb2104-2LV-e	xqvu7p	qvirtexuplus
xqvu9p-flqa2104-1-i	xqvu9p	qvirtexuplus
xqvu9p-flqa2104-2-i	xqvu9p	qvirtexuplus
xqvu9p-flqa2104-2L-e	xqvu9p	qvirtexuplus
xqvu9p-flqa2104-2LV-e	xqvu9p	qvirtexuplus
xqvu9p-flqb2104-1-i	xqvu9p	qvirtexuplus
xqvu9p-flqb2104-2-i	xqvu9p	qvirtexuplus
xqvu9p-flqb2104-2L-e	xqvu9p	qvirtexuplus
xqvu9p-flqb2104-2LV-e	xqvu9p	qvirtexuplus
xqvu9p-fsqd2104-1-i	xqvu9p	qvirtexuplus
xqvu9p-fsqd2104-2-i	xqvu9p	qvirtexuplus
xqvu9p-fsqd2104-2L-e	xqvu9p	qvirtexuplus
xqvu9p-fsqd2104-2LV-e	xqvu9p	qvirtexuplus
xcvu19p-fsva3824-1-e	xcvu19p	virtexuplus
xcvu19p-fsva3824-2-e	xcvu19p	virtexuplus
xcvu19p-fsvb3824-1-e	xcvu19p	virtexuplus
xcvu19p-fsvb3824-2-e	xcvu19p	virtexuplus
xcvu19p_CIV-fsva3824-1-e	xcvu19p_CIV	virtexuplus
xcvu19p_CIV-fsva3824-2-e	xcvu19p_CIV	virtexuplus
xcvu19p_CIV-fsvb3824-1-e	xcvu19p_CIV	virtexuplus
xcvu19p_CIV-fsvb3824-2-e	xcvu19p_CIV	virtexuplus
xcu50-fsvh2104-2-e	xcu50	virtexuplusHBM
xcu50-fsvh2104-2L-e	xcu50	virtexuplusHBM
xcu50-fsvh2104-2LV-e	xcu50	virtexuplusHBM
xcu50-fsvh2104-3-e	xcu50	virtexuplusHBM
xcu55c-fsvh2892-2L-e	xcu55c	virtexuplusHBM
xcu55c-fsvh2892-2LV-e	xcu55c	virtexuplusHBM
xcu55n-fsvh2892-2L-e	xcu55n	virtexuplusHBM
xcu55n-fsvh2892-2LV-e	xcu55n	virtexuplusHBM
xcvu31p-fsvh1924-1-e	xcvu31p	virtexuplusHBM
xcvu31p-fsvh1924-2-e	xcvu31p	virtexuplusHBM
xcvu31p-fsvh1924-2L-e	xcvu31p	virtexuplusHBM
xcvu31p-fsvh1924-2LV-e	xcvu31p	virtexuplusHBM
xcvu31p-fsvh1924-3-e	xcvu31p	virtexuplusHBM
xcvu31p_CIV-fsvh1924-1-e	xcvu31p_CIV	virtexuplusHBM
xcvu31p_CIV-fsvh1924-2-e	xcvu31p_CIV	virtexuplusHBM
xcvu31p_CIV-fsvh1924-2L-e	xcvu31p_CIV	virtexuplusHBM
xcvu31p_CIV-fsvh1924-2LV-e	xcvu31p_CIV	virtexuplusHBM
xcvu31p_CIV-fsvh1924-3-e	xcvu31p_CIV	virtexuplusHBM
xcvu33p-fsvh2104-1-e	xcvu33p	virtexuplusHBM
xcvu33p-fsvh2104-2-e	xcvu33p	virtexuplusHBM
xcvu33p-fsvh2104-2L-e	xcvu33p	virtexuplusHBM
xcvu33p-fsvh2104-2LV-e	xcvu33p	virtexuplusHBM
xcvu33p-fsvh2104-3-e	xcvu33p	virtexuplusHBM
xcvu33p_CIV-fsvh2104-1-e	xcvu33p_CIV	virtexuplusHBM
xcvu33p_CIV-fsvh2104-2-e	xcvu33p_CIV	virtexuplusHBM
xcvu33p_CIV-fsvh2104-2L-e	xcvu33p_CIV	virtexuplusHBM
xcvu33p_CIV-fsvh2104-2LV-e	xcvu33p_CIV	virtexuplusHBM
xcvu33p_CIV-fsvh2104-3-e	xcvu33p_CIV	virtexuplusHBM
xcvu35p-fsvh2104-1-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2104-2-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2104-2L-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2104-2LV-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2104-3-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2892-1-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2892-2-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2892-2L-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2892-2LV-e	xcvu35p	virtexuplusHBM
xcvu35p-fsvh2892-3-e	xcvu35p	virtexuplusHBM
xcvu35p_CIV-fsvh2104-1-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2104-2-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2104-2L-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2104-2LV-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2104-3-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2892-1-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2892-2-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2892-2L-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2892-2LV-e	xcvu35p_CIV	virtexuplusHBM
xcvu35p_CIV-fsvh2892-3-e	xcvu35p_CIV	virtexuplusHBM
xcvu37p-fsvh2892-1-e	xcvu37p	virtexuplusHBM
xcvu37p-fsvh2892-2-e	xcvu37p	virtexuplusHBM
xcvu37p-fsvh2892-2L-e	xcvu37p	virtexuplusHBM
xcvu37p-fsvh2892-2LV-e	xcvu37p	virtexuplusHBM
xcvu37p-fsvh2892-3-e	xcvu37p	virtexuplusHBM
xcvu37p_CIV-fsvh2892-1-e	xcvu37p_CIV	virtexuplusHBM
xcvu37p_CIV-fsvh2892-2-e	xcvu37p_CIV	virtexuplusHBM
xcvu37p_CIV-fsvh2892-2L-e	xcvu37p_CIV	virtexuplusHBM
xcvu37p_CIV-fsvh2892-2LV-e	xcvu37p_CIV	virtexuplusHBM
xcvu37p_CIV-fsvh2892-3-e	xcvu37p_CIV	virtexuplusHBM
xcvu45p-fsvh2104-1-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2104-2-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2104-2L-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2104-2LV-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2104-3-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2892-1-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2892-2-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2892-2L-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2892-2LV-e	xcvu45p	virtexuplusHBM
xcvu45p-fsvh2892-3-e	xcvu45p	virtexuplusHBM
xcvu45p_CIV-fsvh2104-1-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2104-2-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2104-2L-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2104-2LV-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2104-3-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2892-1-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2892-2-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2892-2L-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2892-2LV-e	xcvu45p_CIV	virtexuplusHBM
xcvu45p_CIV-fsvh2892-3-e	xcvu45p_CIV	virtexuplusHBM
xcvu47p-fsvh2892-1-e	xcvu47p	virtexuplusHBM
xcvu47p-fsvh2892-2-e	xcvu47p	virtexuplusHBM
xcvu47p-fsvh2892-2L-e	xcvu47p	virtexuplusHBM
xcvu47p-fsvh2892-2LV-e	xcvu47p	virtexuplusHBM
xcvu47p-fsvh2892-3-e	xcvu47p	virtexuplusHBM
xcvu47p_CIV-fsvh2892-1-e	xcvu47p_CIV	virtexuplusHBM
xcvu47p_CIV-fsvh2892-2-e	xcvu47p_CIV	virtexuplusHBM
xcvu47p_CIV-fsvh2892-2L-e	xcvu47p_CIV	virtexuplusHBM
xcvu47p_CIV-fsvh2892-2LV-e	xcvu47p_CIV	virtexuplusHBM
xcvu47p_CIV-fsvh2892-3-e	xcvu47p_CIV	virtexuplusHBM
xqvu37p-fsqh2892-2-e	xqvu37p	qvirtexuplusHBM
xcvu57p-fsvk2892-1-e	xcvu57p	virtexuplusHBM
xcvu57p-fsvk2892-2-e	xcvu57p	virtexuplusHBM
xcvu57p-fsvk2892-2L-e	xcvu57p	virtexuplusHBM
xcvu57p-fsvk2892-2LV-e	xcvu57p	virtexuplusHBM
xcvu57p-fsvk2892-3-e	xcvu57p	virtexuplusHBM
xcvu57p_CIV-fsvk2892-1-e	xcvu57p_CIV	virtexuplusHBM
xcvu57p_CIV-fsvk2892-2-e	xcvu57p_CIV	virtexuplusHBM
xcvu57p_CIV-fsvk2892-2L-e	xcvu57p_CIV	virtexuplusHBM
xcvu57p_CIV-fsvk2892-2LV-e	xcvu57p_CIV	virtexuplusHBM
xcvu57p_CIV-fsvk2892-3-e	xcvu57p_CIV	virtexuplusHBM
xcvu27p-figd2104-1-e	xcvu27p	virtexuplus58g
xcvu27p-figd2104-1-i	xcvu27p	virtexuplus58g
xcvu27p-figd2104-2-e	xcvu27p	virtexuplus58g
xcvu27p-figd2104-2-i	xcvu27p	virtexuplus58g
xcvu27p-figd2104-2L-e	xcvu27p	virtexuplus58g
xcvu27p-figd2104-2LV-e	xcvu27p	virtexuplus58g
xcvu27p-figd2104-3-e	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-1-e	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-1-i	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-2-e	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-2-i	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-2L-e	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-2LV-e	xcvu27p	virtexuplus58g
xcvu27p-fsga2577-3-e	xcvu27p	virtexuplus58g
xcvu29p-figd2104-1-e	xcvu29p	virtexuplus58g
xcvu29p-figd2104-1-i	xcvu29p	virtexuplus58g
xcvu29p-figd2104-2-e	xcvu29p	virtexuplus58g
xcvu29p-figd2104-2-i	xcvu29p	virtexuplus58g
xcvu29p-figd2104-2L-e	xcvu29p	virtexuplus58g
xcvu29p-figd2104-2LV-e	xcvu29p	virtexuplus58g
xcvu29p-figd2104-3-e	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-1-e	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-1-i	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-2-e	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-2-i	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-2L-e	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-2LV-e	xcvu29p	virtexuplus58g
xcvu29p-fsga2577-3-e	xcvu29p	virtexuplus58g
xcvu29p_CIV-figd2104-1-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-1-i	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-2-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-2-i	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-2L-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-2LV-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-figd2104-3-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-1-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-1-i	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-2-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-2-i	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-2L-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-2LV-e	xcvu29p_CIV	virtexuplus58g
xcvu29p_CIV-fsga2577-3-e	xcvu29p_CIV	virtexuplus58g
xcu26-vsva1365-2L-e	xcu26	virtexuplus58g
xcu26-vsva1365-2LV-e	xcu26	virtexuplus58g
xcux35-vsva1365-2-e	xcux35	virtexuplus58g
xcux35-vsva1365-2LV-e	xcux35	virtexuplus58g
xcux35-vsva1365-3-e	xcux35	virtexuplus58g
xcvu23p-fsvj1760-1-e	xcvu23p	virtexuplus58g
xcvu23p-fsvj1760-1-i	xcvu23p	virtexuplus58g
xcvu23p-fsvj1760-2-e	xcvu23p	virtexuplus58g
